auth_last,auth_first,publ_date,auth_gender,author_id
Ellis,J. Breckenridge,1913,M,787
Emerson,Alice B,1913,0,788
Ferber,Edna,1913,F,789
Foote,John Taintor,1913,M,790
Fox,John,1913,M,791
Furman,Lucy S,1913,F,792
Glasgow,Ellen Anderson Gholson,1913,F,793
Baker,Ray Stannard,1913,M,794
Harben,Will N.,1913,M,795
Hill,Grace Livingston,1913,F,796
Holley,Marietta,1913,F,797
Holmes,Oliver Wendell,1913,F,798
Hough,Emerson,1913,M,799
Johnson,Owen,1913,M,800
Lynde,Francis,1913,M,801
McCutcheon,George Barr,1913,M,802
Morris,Gouverneur,1913,M,803
McCue,Nora Bryant,1913,F,804
Nicholson,Meredith,1913,M,805
Porter,Eleanor H.,1913,F,806
Wharton,Edith,1913,F,807
Wilson,Harry Leon,1913,M,808
Abbott,Eleanor Hallowell,1914,F,809
Beach,Rex,1914,M,810
Burroughs,Edgar Rice,1914,M,811
Burroughs,Edgar Rice,1914,M,812
Burroughs,Edgar Rice,1914,M,813
Chambers,Robert W.,1914,M,814
Curwood,James Oliver,1914,M,815
Dalrymple,Leona,1914,F,816
Davis,Richard Harding,1914,M,817
Dreiser,Theodore,1914,M,818
Evans,Larry,1914,M,819
Furman,Lucy S,1914,F,820
Grey,Zane,1914,M,821
Hill,Grace Livingston,1914,F,822
Hurst,Fannie,1914,F,823
Knibbs,Henry Herbert,1914,M,824
Kyne,Peter B.,1914,M,825
Lewis,Sinclair,1914,M,826
Lincoln,Joseph Crosby,1914,M,827
London,Jack,1914,M,828
MacGrath,Harold,1914,M,829
McCarter,Margaret Hill,1914,F,830
McCutcheon,George Barr,1914,M,831
Norris,Frank,1914,M,832
Perkins,Lucy Fitch,1914,F,833
Raine,William MacLeod,1914,M,834
Rhodes,Eugene Manlove,1914,M,835
Rinehart,Mary Roberts,1914,F,836
Rinehart,Mary Roberts,1914,F,837
Robertson,Morgan,1914,M,838
Scott,Leroy,1914,M,839
Stratemeyer,Edward,1914,M,840
Tarkington,Booth,1914,M,841
Vance,Louis Joseph,1914,M,842
Wright,Harold Bell,1914,M,843
Adams,Samuel Hopkins,1915,M,844
Altsheler,Joseph A.,1915,M,845
Altsheler,Joseph A.,1915,M,846
Altsheler,Joseph A.,1915,M,847
Anderson,Ada Woodruff,1915,F,848
Baily,Waldron,1915,M,849
Beach,Rex,1915,M,850
Blackwood,Algernon,1915,M,851
Bower,B. M.,1915,F,852
Cabell,James Branch,1915,M,853
Cather,Willa,1915,F,854
Chambers,Robert W.,1915,M,855
Churchill,Winston,1915,M,856
Curwood,James Oliver,1915,M,857
Daviess,Maria Thompson,1915,F,858
Davis,Richard Harding,1915,M,859
Day,Holman,1915,M,860
Dixon,Thomas,1915,M,861
Eaton,Walter Prichard,1915,M,862
Emerson,Alice B,1915,0,863
England,George Allan,1915,M,864
Ferber,Edna,1915,F,865
Glaspell,Susan,1915,F,866
Glass,Montague,1915,M,867
Goddard,Charles,1915,0,868
Baker,Ray Stannard,1915,M,869
Green,Anna Katharine,1915,F,870
Grey,Zane,1915,M,871
Hope,Laura Lee,1915,0,872
James,Henry,1915,M,873
James,Henry,1915,M,874
Lewis,Sinclair,1915,M,875
Caldwell,Fannie,1915,F,876
Lockhart,Caroline,1915,F,877
London,Jack,1915,M,878
Machen,Arthur,1915,M,879
Machen,Arthur,1915,M,880
Morris,Elisabeth Woodbridge,1915,F,881
McCue,Nora Bryant,1915,F,882
Norris,Kathleen Thompson,1915,F,883
O'Brien,Howard Vincent,1915,M,884
Parrish,Randall,1915,M,885
Porter,Eleanor H.,1915,F,886
Quick,Herbert,1915,M,887
Reeve,Arthur B.,1915,M,888
Rives,Amelie,1915,F,889
White,Stewart Edward,1915,M,890
Wilson,Harry Leon,1915,M,891
Adams,Samuel Hopkins,1916,M,892
Allen,James Lane,1916,M,893
Bartlett,Frederick Orin,1916,0,894
Biggers,Earl Derr,1916,M,895
Bosher,Kate Langley,1916,F,896
Bottome,Phyllis,1916,F,897
Bower,B. M.,1916,F,898
Bower,B. M.,1916,F,899
Curwood,James Oliver,1916,M,900
Curwood,James Oliver,1916,M,901
Garland,Hamlin,1916,M,902
Grey,Zane,1916,M,903
Hall,Eliza Calvert,1916,F,904
Hill,Grace Livingston,1916,F,905
Howells,William Dean,1916,M,906
Howells,William Dean,1916,M,907
Hueston,Ethel,1916,F,908
King,Basil,1916,M,909
Kyne,Peter B.,1916,M,910
London,Jack,1916,M,911
London,Jack,1916,M,912
Maher,Richard Aumerle,1916,M,913
Marquis,Don,1916,M,914
McCutcheon,George Barr,1916,M,915
Miller,Alice Duer,1916,F,916
Moffett,Cleveland,1916,M,917
Norris,Kathleen Thompson,1916,F,918
Porter,Eleanor H.,1916,F,919
Prouty,Olive Higgins,1916,F,920
Pyle,Howard,1916,M,921
Reeve,Arthur B.,1916,M,922
Rhodes,Eugene Manlove,1916,M,923
Richmond,Grace S.,1916,F,924
Rinehart,Mary Roberts,1916,F,925
Sharp,Dallas Lore,1916,M,926
Stocking,Charles Francis,1916,M,927
Tarkington,Booth,1916,M,928
Twain,Mark,1916,M,929
Webster,Henry Kitchell,1916,M,930
White,Stewart Edward,1916,M,931
Wiggin,Kate Douglas Smith,1916,F,932
Wilson,Harry Leon,1916,M,933
Wright,Harold Bell,1916,M,934
Bacheller,Irving,1917,M,935
Bailey,Temple,1917,F,936
Bangs,John Kendrick,1917,M,937
Burroughs,Edgar Rice,1917,M,938
Cahan,Abraham,1917,M,939
Chase,Mary Ellen,1917,F,940
Curwood,James Oliver,1917,M,941
Dodge,Louis,1917,M,942
Gibbs,George,1917,M,943
Green,Anna Katharine,1917,F,944
Hergesheimer,Joseph,1917,M,945
Hough,Emerson,1917,M,946
Hough,Emerson,1917,M,947
King,Basil,1917,M,948
London,Jack,1917,M,949
London,Jack,1917,M,950
MacHarg,William,1917,M,951
McCarter,Margaret Hill,1917,F,952
Miller,Alice Duer,1917,F,953
Morley,Christopher,1917,M,954
McCue,Nora Bryant,1917,F,955
Nicholson,Meredith,1917,M,956
Norris,Kathleen Thompson,1917,F,957
Norris,Kathleen Thompson,1917,F,958
Oemler,Marie Conway,1917,F,959
Phillips,David Graham,1917,M,960
Raine,William MacLeod,1917,M,961
Reeve,Arthur B.,1917,M,962
Richmond,Grace S.,1917,F,963
Richmond,Grace S.,1917,F,964
Rinehart,Mary Roberts,1917,F,965
Rinehart,Mary Roberts,1917,F,966
Sinclair,Upton,1917,M,967
Stribling,T. S.,1917,M,968
Atherton,Gertrude Franklin Horn,1918,F,969
Beach,Rex,1918,M,970
Blackwood,Algernon,1918,M,971
Blackwood,Algernon,1918,M,972
Bosher,Kate Langley,1918,F,973
Bower,B. M.,1918,F,974
Burroughs,Edgar Rice,1918,M,975
Burroughs,Edgar Rice,1918,M,976
Burroughs,Edgar Rice,1918,M,977
Cather,Willa,1918,F,978
Cobb,Irvin S.,1918,M,979
Curwood,James Oliver,1918,M,980
Ferber,Edna,1918,F,981
Fuller,Henry Blake,1918,M,982
Gregory,Jackson,1918,M,983
Harben,Will N.,1918,M,984
Henry,O.,1918,M,985
James,Henry,1918,M,986
Johnston,Mary,1918,F,987
Kyne,Peter B.,1918,M,988
Le Gallienne,Richard,1918,M,989
Lincoln,Joseph Crosby,1918,M,990
McFee,William,1918,M,991
Poole,Ernest,1918,M,992
Porter,Eleanor H.,1918,F,993
Rinehart,Mary Roberts,1918,F,994
Stratton-Porter,Gene,1918,F,995
Streeter,Edward,1918,M,996
Tarkington,Booth,1918,M,997
Wells,Carolyn,1918,F,998
White,Edward Lucas,1918,M,999
White,William Allen,1918,M,1000
White,William Allen,1918,M,1001
Andrews,Mary Raymond Shipman,1919,F,1002
Atherton,Gertrude Franklin Horn,1919,F,1003
Bacheller,Irving,1919,M,1004
Baum,L. Frank,1919,M,1005
Bonner,Geraldine,1919,F,1006
Bower,B. M.,1919,F,1007
Burroughs,Edgar Rice,1919,M,1008
Burt,Katharine Newlin,1919,F,1009
Cabell,James Branch,1919,M,1010
Chambers,Robert W.,1919,M,1011
Chambers,Robert W.,1919,M,1012
Cobb,Irvin S.,1919,M,1013
Curwood,James Oliver,1919,M,1014
Daviess,Maria Thompson,1919,F,1015
Edwards,Harry Stillwell,1919,M,1016
Glass,Montague,1919,M,1017
Gregory,Jackson,1919,M,1018
Grey,Zane,1919,M,1019
Harben,Will N.,1919,M,1020
Hergesheimer,Joseph,1919,M,1021
Hughes,Rupert,1919,M,1022
Hurst,Fannie,1919,F,1023
Keyes,Frances Parkinson,1919,F,1024
Knibbs,Henry Herbert,1919,M,1025
Kyne,Peter B.,1919,M,1026
London,Jack,1919,M,1027
Merritt,Abraham,1919,M,1028
Morley,Christopher,1919,M,1029
Nicholson,Meredith,1919,M,1030
Norris,Kathleen Thompson,1919,F,1031
Oemler,Marie Conway,1919,F,1032
Paine,Albert Bigelow,1919,M,1033
Saltus,Edgar,1919,M,1034
Sinclair,Upton,1919,M,1035
Streeter,Edward,1919,M,1036
Tarkington,Booth,1919,M,1037
Twain,Mark,1919,M,1038
Van Dyke,Henry,1919,M,1039
Williams,Ben Ames,1919,M,1040
Wright,Harold Bell,1919,M,1041
Bailey,Temple,1920,F,1042
Faust,Frederick Schiller,1920,M,1043
Burgess,Thornton W.,1920,M,1044
Burroughs,Edgar Rice,1920,M,1045
Burroughs,Edgar Rice,1920,M,1046
Burt,Katharine Newlin,1920,F,1047
Cabell,James Branch,1920,M,1048
Cabell,James Branch,1920,M,1049
Cather,Willa,1920,F,1050
Cobb,Irvin S.,1920,M,1051
Comfort,Will Levington,1920,M,1052
Curtis,Alice Turner,1920,F,1053
Day,Clarence,1920,M,1054
Dobie,Charles Caldwell,1920,M,1055
Fitzgerald,F. Scott,1920,M,1056
Hill,Grace Livingston,1920,F,1057
Hill,Grace Livingston,1920,F,1058
Kyne,Peter B.,1920,M,1059
Lewis,Sinclair,1920,M,1060
Lincoln,Joseph Crosby,1920,M,1061
MacGrath,Harold,1920,M,1062
Masters,Edgar Lee,1920,M,1063
McCutcheon,George Barr,1920,M,1064
Miller,Alice Duer,1920,F,1065
Morley,Christopher,1920,M,1066
Norris,Kathleen Thompson,1920,F,1067
Oemler,Marie Conway,1920,F,1068
Porter,Eleanor H.,1920,F,1069
Raine,William MacLeod,1920,M,1070
Rinehart,Mary Roberts,1920,F,1071
Sawyer,Ruth,1920,F,1072
Smythe,James P,1920,0,1073
Southworth,Emma Dorothy Eliza Nevitte,1920,F,1074
Southworth,Emma Dorothy Eliza Nevitte,1920,F,1075
Van Dyke,Henry,1920,M,1076
Van Vorst,Marie,1920,F,1077
Webster,Henry Kitchell,1920,M,1078
Wells,Carolyn,1920,F,1079
Wharton,Edith,1920,F,1080
Faust,Frederick Schiller,1921,M,1081
Broun,Heywood,1921,M,1082
Brummitt,Dan B.,1921,M,1083
Buck,Charles Neville,1921,M,1084
Burroughs,Edgar Rice,1921,M,1085
Byrne,Donn,1921,M,1086
Cabell,James Branch,1921,M,1087
Cabell,James Branch,1921,M,1088
Carr,Annie Roe,1921,0,1089
Cobb,Irvin S.,1921,M,1090
Crane,Stephen,1921,M,1091
Curwood,James Oliver,1921,M,1092
Day,Holman,1921,M,1093
Dixon,Thomas,1921,M,1094
Evarts,Hal G.,1921,M,1095
Fergusson,Harvey,1921,M,1096
Fisher,Dorothy Canfield,1921,F,1097
Gale,Zona,1921,F,1098
Garland,Hamlin,1921,M,1099
Gibbs,George,1921,M,1100
Grey,Zane,1921,M,1101
Grey,Zane,1921,M,1102
Hecht,Ben,1921,M,1103
Herr,Charlotte Bronte,1921,F,1104
Kaye-Smith,Sheila,1921,F,1105
Kelland,Clarence Budington,1921,M,1106
Kyne,Peter B.,1921,M,1107
MacGrath,Harold,1921,M,1108
Marshall,Edison,1921,M,1109
Marshall,Edison,1921,M,1110
McFee,William,1921,M,1111
McKenna,Stephen,1921,M,1112
Miller,Alice Duer,1921,F,1113
Morley,Christopher,1921,M,1114
McCue,Nora Bryant,1921,F,1115
Nathan,Robert,1921,M,1116
Norris,Kathleen Thompson,1921,F,1117
Rinehart,Mary Roberts,1921,F,1118
Seltzer,Charles Alden,1921,M,1119
Spearman,Frank H.,1921,M,1120
Tarkington,Booth,1921,M,1121
Tarkington,Booth,1921,M,1122
Wells,Carolyn,1921,F,1123
White,Edward Lucas,1921,M,1124
Wiley,Hugh,1921,M,1125
Wilson,Harry Leon,1921,M,1126
Wright,Harold Bell,1921,M,1127
Bacheller,Irving,1922,M,1128
Baker,Willard F,1922,0,1129
Bechdolt,Frederick R.,1922,M,1130
Beck,Lily Adams,1922,F,1131
Bernhardt,Sarah,1922,F,1132
Bianco,Margery Williams,1922,F,1133
Brown,Alice,1922,F,1134
Burgess,Thornton W.,1922,M,1135
Burnett,Frances Hodgson,1922,F,1136
Burnett,Frances Hodgson,1922,F,1137
Burroughs,Edgar Rice,1922,M,1138
Byrne,Donn,1922,M,1139
Cather,Willa,1922,F,1140
Cohen,Octavus Roy,1922,M,1141
Cummings,E. E.,1922,M,1142
Curwood,James Oliver,1922,M,1143
Ferber,Edna,1922,F,1144
Fitzgerald,F. Scott,1922,M,1145
Glasgow,Ellen Anderson Gholson,1922,F,1146
Glyn,Elinor,1922,F,1147
Gregory,Jackson,1922,M,1148
Hergesheimer,Joseph,1922,M,1149
Hergesheimer,Joseph,1922,M,1150
Hill,Grace Livingston,1922,F,1151
Hough,Emerson,1922,M,1152
Hurst,Fannie,1922,F,1153
Johnson,Owen,1922,M,1154
King,Basil,1922,M,1155
Kyne,Peter B.,1922,M,1156
Lawrence,Josephine,1922,F,1157
Loring,Emilie Baker,1922,F,1158
Marquand,John P.,1922,M,1159
Marsh,George,1922,M,1160
Masters,Edgar Lee,1922,M,1161
McCutcheon,George Barr,1922,M,1162
McCutcheon,George Barr,1922,M,1163
Morley,Christopher,1922,M,1164
McCue,Nora Bryant,1922,F,1165
Rinehart,Mary Roberts,1922,F,1166
Seltzer,Charles Alden,1922,M,1167
Sinclair,Upton,1922,M,1168
Stellman,Louis J.,1922,M,1169
Stribling,T. S.,1922,M,1170
Stringer,Arthur,1922,M,1171
Tarkington,Booth,1922,M,1172
Tarkington,Booth,1922,M,1173
Terhune,Albert Payson,1922,M,1174
Train,Arthur,1922,M,1175
Wharton,Edith,1922,F,1176
Willoughby,Barrett,1922,F,1177
Wilson,Harry Leon,1922,M,1178
Howells,William Dean,1885,M,1179
Howells,William Dean,1890,M,1180
Conrad,Joseph,1899,M,1181
Corelli,Marie,1900,F,1182
Hewlett,Maurice,1900,M,1183
Connor,Ralph,1901,M,1184
Kipling,Rudyard,1901,M,1185
Parker,Gilbert,1901,M,1186
About,Edmond,1902,#N/A,1187
Conrad,Joseph,1902,M,1188
Doyle,Arthur Conan,1902,M,1189
Doyle,Arthur Conan,1903,M,1190
Gissing,George,1903,M,1191
Moore,George,1903,M,1192
Connor,Ralph,1904,M,1193
Seton,Ernest Thompson,1904,M,1194
Gissing,George,1905,M,1195
Sabatini,Rafael,1905,M,1196
Swinburne,Algernon Charles,1905,M,1197
Ford,Ford Madox,1906,M,1198
Potter,Beatrix,1906,F,1199
Benson,Arthur Christopher,1907,M,1200
Parker,Gilbert,1907,M,1201
Potter,Beatrix,1907,F,1202
Chesterton,G. K.,1908,#N/A,1203
Davies,W. H.,1909,M,1204
Kipling,Rudyard,1909,M,1205
Montgomery,L. M.,1909,F,1206
Bennett,Arnold,1910,M,1207
Meredith,George,1910,M,1208
Wells,H. G.,1910,M,1209
Barclay,Florence L.,1911,F,1210
Galsworthy,John,1911,M,1211
Chesterton,G. K.,1912,#N/A,1212
Leacock,Stephen,1912,M,1213
Stephens,James,1912,M,1214
Lawrence,D. H.,1913,M,1215
Walpole,Hugh,1913,M,1216
Wells,H. G.,1913,M,1217
Corelli,Marie,1914,F,1218
Von Arnim,Elizabeth,1914,F,1219
Wodehouse,P. G.,1914,M,1220
Farnol,Jeffery,1915,M,1221
Lawrence,D. H.,1915,M,1222
Powys,John Cowper,1915,M,1223
Moore,George,1916,M,1224
Walpole,Hugh,1916,M,1225
Marshall,Archibald,1917,M,1226
Swinnerton,Frank,1917,M,1227
Bennett,Arnold,1918,M,1228
Latzko,Andreas,1918,M,1229
Schnitzler,Arthur,1918,M,1230
Ashford,Daisy,1919,F,1231
Galsworthy,John,1919,M,1232
Maugham,W. Somerset,1919,M,1233
Hamsun,Knut,1920,M,1234
Macaulay,Rose,1920,F,1235
Hutchinson,A. S. M.,1921,M,1236
Phillpotts,Eden,1921,M,1237
Sabatini,Rafael,1921,M,1238
Hutchinson,A. S. M.,1922,M,1239
Lawrence,D. H.,1922,M,1240
West,Rebecca,1922,F,1241
Richardson,Dorothy,1915,F,1242
Joyce,James,1916,M,1243
Joyce,James,1922,M,1244
Woolf,Virginia,1922,F,1245
Atherton,Gertrude Franklin Horn,1923,F,1246
Broun,Heywood,1923,M,1247
Burroughs,Edgar Rice,1923,M,1248
Curwood,James Oliver,1923,M,1249
Johnston,Mary,1923,F,1250
Sampson,Emma Speed,1923,F,1251
Grey,Zane,1924,M,1252
Wilson,Harry Leon,1924,M,1253
Wister,Owen,1925,M,1254
Burroughs,Edgar Rice,1927,M,1255
Grey,Zane,1927,M,1256
Stevenson,Burton Egbert,1929,M,1257
Wister,Owen,1929,M,1258
Austin,Anne,1931,F,1259
Cummings,Ray,1931,M,1260
Glasgow,Ellen Anderson Gholson,1938,F,1261
Atkinson,Eleanor,1940,F,1262
Brown,Edna Adelaide,1940,F,1263
Wharton,Edith,1940,F,1264
Rinehart,Mary Roberts,1941,F,1265
Browne,Howard,1943,M,1266
Darling,Esther Birdsall,1944,F,1267
Perkins,Lucy Fitch,1945,F,1268
Stein,Gertrude,1945,F,1269
Faust,Frederick Schiller,1946,M,1270
Rand,Ayn,1946,F,1271
Smith,E. E.,1946,M,1272
Faust,Frederick Schiller,1949,M,1273
Weinbaum,Stanley Grauman,1949,M,1274
Faust,Frederick Schiller,1950,M,1275
Bacheller,Irving,1923,M,1276
Bailey,Temple,1923,F,1277
Faust,Frederick Schiller,1923,M,1278
Curwood,James Oliver,1923,M,1279
Marquis,Don,1923,M,1280
Stringer,Arthur,1923,M,1281
Abbott,Jane,1924,F,1282
Bromfield,Louis,1924,M,1283
Burroughs,Edgar Rice,1924,M,1284
D'Angelo,Pascal,1924,0,1285
Dobie,J. Frank,1924,M,1286
Drago,Harry Sinclair,1924,M,1287
Ferber,Edna,1924,F,1288
Garrett,Garet,1924,M,1289
Hecht,Ben,1924,M,1290
Hill,Grace Livingston,1924,F,1291
Hill,Grace Livingston,1924,F,1292
Paterson,Isabel,1924,F,1293
Rosenbach,A. S. W.,1924,M,1294
Stringer,Arthur,1924,M,1295
Terhune,Albert Payson,1924,M,1296
Wharton,Edith,1924,F,1297
Wharton,Edith,1924,F,1298
Anderson,Sherwood,1925,M,1299
Burroughs,Edgar Rice,1925,M,1300
Burroughs,Edgar Rice,1925,M,1301
Burroughs,Edgar Rice,1925,M,1302
Cather,Willa,1925,F,1303
Cline,Leonard,1925,M,1304
Dos Passos,John,1925,M,1305
Dreiser,Theodore,1925,M,1306
Dreiser,Theodore,1925,M,1307
Fitzgerald,F. Scott,1925,M,1308
Heyward,DuBose,1925,M,1309
Hill,Grace Livingston,1925,F,1310
Hill,Grace Livingston,1925,F,1311
Rinehart,Mary Roberts,1925,F,1312
Scarborough,Dorothy,1925,F,1313
Van Vechten,Carl,1925,M,1314
Yezierska,Anzia,1925,F,1315
Young,Gordon,1925,M,1316
Biggers,Earl Derr,1926,M,1317
Biggers,Earl Derr,1926,M,1318
Faust,Frederick Schiller,1926,M,1319
Bromfield,Louis,1926,M,1320
Cather,Willa,1926,F,1321
Cather,Willa,1926,F,1322
Faulkner,William,1926,M,1323
Ferber,Edna,1926,F,1324
Hemingway,Ernest,1926,M,1325
Hill,Grace Livingston,1926,F,1326
North,Grace May,1926,#N/A,1327
Rinehart,Mary Roberts,1926,F,1328
Rinehart,Mary Roberts,1926,F,1329
Roberts,Elizabeth Madox,1926,F,1330
Tully,Jim,1926,M,1331
Wright,Willard Huntington,1926,M,1332
Burroughs,Edgar Rice,1927,M,1333
Cather,Willa,1927,F,1334
Faulkner,William,1927,M,1335
Glaspell,Susan,1927,F,1336
Hill,Grace Livingston,1927,F,1337
Hill,Grace Livingston,1927,F,1338
Keeler,Harry Stephen,1927,M,1339
Lewis,Sinclair,1927,M,1340
Rolvaag,Ole,1927,M,1341
Sinclair,Upton,1927,M,1342
Tully,Jim,1927,M,1343
Wright,Willard Huntington,1927,M,1344
Van Dyke,Henry,1927,M,1345
Wharton,Edith,1927,F,1346
Wilder,Thornton,1927,M,1347
Yezierska,Anzia,1927,F,1348
Barnes,Djuna,1928,F,1349
Biggers,Earl Derr,1928,M,1350
Burroughs,Edgar Rice,1928,M,1351
Echols,Ula Waterhouse,1928,F,1352
Shellabarger,Samuel,1928,M,1353
Garrett,Garet,1928,M,1354
Gibran,Kahlil,1928,M,1355
Hill,Grace Livingston,1928,F,1356
Hill,Grace Livingston,1928,F,1357
Kantor,MacKinlay,1928,M,1358
Keeler,Harry Stephen,1928,M,1359
Larsen,Nella,1928,F,1360
McKay,Claude,1928,M,1361
Nathan,Robert,1928,M,1362
Rinehart,Mary Roberts,1928,F,1363
Tully,Jim,1928,M,1364
Wells,Carolyn,1928,F,1365
Wharton,Edith,1928,F,1366
Austin,Anne,1929,F,1367
Burroughs,Edgar Rice,1929,M,1368
Burroughs,Edgar Rice,1929,M,1369
Faulkner,William,1929,M,1370
Footner,Hulbert,1929,M,1371
Gissing,George,1929,M,1372
Glasgow,Ellen Anderson Gholson,1929,F,1373
Hammett,Dashiell,1929,M,1374
Hill,Grace Livingston,1929,F,1375
Keeler,Harry Stephen,1929,M,1376
Kline,Otis Adelbert,1929,M,1377
La Farge,Oliver,1929,M,1378
Lewis,Sinclair,1929,M,1379
Lovelace,Maud Hart,1929,F,1380
Meigs,Cornelia,1929,F,1381
Nordhoff,Charles,1929,M,1382
Queen,Ellery,1929,0,1383
Rinehart,Mary Roberts,1929,F,1384
Smedley,Agnes,1929,F,1385
Smith,Thorne,1929,M,1386
Steinbeck,John,1929,M,1387
Thurman,Wallace,1929,M,1388
Wharton,Edith,1929,F,1389
Wolfe,Thomas,1929,M,1390
Buck,Pearl S.,1930,F,1391
Burroughs,Edgar Rice,1930,M,1392
Dos Passos,John,1930,M,1393
Shellabarger,Samuel,1930,M,1394
Faulkner,William,1930,M,1395
Ferber,Edna,1930,F,1396
Hammett,Dashiell,1930,M,1397
Hill,Grace Livingston,1930,F,1398
Hill,Grace Livingston,1930,F,1399
Hughes,Langston,1930,M,1400
Keeler,Harry Stephen,1930,M,1401
Keeler,Harry Stephen,1930,M,1402
Kline,Otis Adelbert,1930,M,1403
Kline,Otis Adelbert,1930,M,1404
Mackenzie,Jean Kenyon,1930,F,1405
Queen,Ellery,1930,0,1406
Roberts,Elizabeth Madox,1930,F,1407
Wilder,Thornton,1930,M,1408
Armer,Laura Adams,1931,F,1409
Buck,Pearl S.,1931,F,1410
Cather,Willa,1931,F,1411
Dutton,Charles J.,1931,M,1412
Faulkner,William,1931,M,1413
Fauset,Jessie Redmon,1931,F,1414
Ferber,Edna,1931,F,1415
Gibbs,Sally,1931,F,1416
Hammett,Dashiell,1931,M,1417
Hill,Grace Livingston,1931,F,1418
Hill,Grace Livingston,1931,F,1419
Hill,Grace Livingston,1931,F,1420
Hurst,Fannie,1931,F,1421
Jenkins,Will,1931,M,1422
March,William,1931,M,1423
Merritt,Abraham,1931,M,1424
Palmer,Stuart,1931,M,1425
Queen,Ellery,1931,0,1426
Roberts,Kenneth Lewis,1931,M,1427
Schuyler,George S.,1931,M,1428
Smith,Thorne,1931,M,1429
Smith,Thorne,1931,M,1430
Tarkington,Booth,1931,M,1431
Taylor,Phoebe Atwood,1931,F,1432
Tully,Jim,1931,M,1433
West,Nathanael,1931,M,1434
Whitfield,Raoul,1931,M,1435
Austin,Anne,1932,F,1436
Broch,Hermann,1932,M,1437
Buck,Pearl S.,1932,F,1438
Burroughs,Edgar Rice,1932,M,1439
Burroughs,Edgar Rice,1932,M,1440
Caldwell,Erskine,1932,M,1441
Cather,Willa,1932,F,1442
Cather,Willa,1932,F,1443
Dos Passos,John,1932,M,1444
Farrell,James T.,1932,M,1445
Farrell,James T.,1932,M,1446
Faulkner,William,1932,M,1447
Fitzgerald,Zelda,1932,F,1448
Hemingway,Ernest,1932,M,1449
Hill,Grace Livingston,1932,F,1450
Keeler,Harry Stephen,1932,M,1451
Merritt,Abraham,1932,M,1452
Palmer,Stuart,1932,M,1453
Queen,Ellery,1932,0,1454
Queen,Ellery,1932,0,1455
Smith,Thorne,1932,M,1456
Smith,Thorne,1932,M,1457
Snell,Roy J,1932,M,1458
Steinbeck,John,1932,M,1459
Thurman,Wallace,1932,M,1460
Tully,Jim,1932,M,1461
Faust,Frederick Schiller,1933,M,1462
Faust,Frederick Schiller,1933,M,1463
Faust,Frederick Schiller,1933,M,1464
Faust,Frederick Schiller,1933,M,1465
Faust,Frederick Schiller,1933,M,1466
Burroughs,Edgar Rice,1933,M,1467
Sims,George Caryl,1933,M,1468
Caldwell,Erskine,1933,M,1469
Endore,S. Guy,1933,M,1470
Fauset,Jessie Redmon,1933,F,1471
Fitzgerald,F. Scott,1933,M,1472
Foster,James H,1933,M,1473
Hill,Grace Livingston,1933,F,1474
Hill,Grace Livingston,1933,F,1475
Hill,Grace Livingston,1933,F,1476
Jenkins,Will,1933,M,1477
Keeler,Harry Stephen,1933,M,1478
Nathan,Robert,1933,M,1479
Palmer,Stuart,1933,M,1480
Paterson,Isabel,1933,F,1481
Patrick,Q,1933,0,1482
Queen,Ellery,1933,0,1483
Queen,Ellery,1933,0,1484
Rinehart,Mary Roberts,1933,F,1485
Roberts,Kenneth Lewis,1933,M,1486
Smith,Thorne,1933,M,1487
Steinbeck,John,1933,M,1488
Steinbeck,John,1933,M,1489
Thurber,James,1933,M,1490
Wright,Willard Huntington,1933,M,1491
West,Nathanael,1933,M,1492
Appel,Benjamin,1934,M,1493
Arlen,Michael,1934,M,1494
Baldwin,Faith,1934,F,1495
Faust,Frederick Schiller,1934,M,1496
Cain,James M.,1934,M,1497
Cantwell,Robert,1934,M,1498
Carr,John Dickson,1934,M,1499
Coe,Charles Francis,1934,M,1500
